employee_id,cycle_id,criterion_id,score,created_at
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,dcb04e02-bd08-4e5a-b081-045689975936,3.22,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.72,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,e0a96af2-25ce-4b20-827b-502a52440a39,3.02,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.12,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,214f4760-29a7-432a-b603-3821471a11e7,3.72,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,07d22a92-4cca-411b-b795-043354bd1168,3.52,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.62,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,df6857d4-52e7-49c8-ad26-827f70d043e2,3.32,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,3.62,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,dcb04e02-bd08-4e5a-b081-045689975936,3.42,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.42,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,e0a96af2-25ce-4b20-827b-502a52440a39,3.52,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.62,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,214f4760-29a7-432a-b603-3821471a11e7,3.32,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,07d22a92-4cca-411b-b795-043354bd1168,3.82,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.32,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,df6857d4-52e7-49c8-ad26-827f70d043e2,3.92,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,3.82,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,dcb04e02-bd08-4e5a-b081-045689975936,3.92,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.12,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,e0a96af2-25ce-4b20-827b-502a52440a39,3.62,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.12,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,214f4760-29a7-432a-b603-3821471a11e7,3.12,"2026-04-24 14:19:11.418922+00"
f2e28ede-7069-4882-a2c2-a8d6ac10974d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,07d22a92-4cca-411b-b795-043354bd1168,3.12,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.81,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,df6857d4-52e7-49c8-ad26-827f70d043e2,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.81,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,dcb04e02-bd08-4e5a-b081-045689975936,4.71,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.41,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,e0a96af2-25ce-4b20-827b-502a52440a39,4.91,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,214f4760-29a7-432a-b603-3821471a11e7,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,880cf192-aa6e-4552-b4b4-5f615ae2471a,07d22a92-4cca-411b-b795-043354bd1168,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.81,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,df6857d4-52e7-49c8-ad26-827f70d043e2,4.01,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,5.0,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,dcb04e02-bd08-4e5a-b081-045689975936,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.41,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,e0a96af2-25ce-4b20-827b-502a52440a39,4.71,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,214f4760-29a7-432a-b603-3821471a11e7,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,07d22a92-4cca-411b-b795-043354bd1168,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,df6857d4-52e7-49c8-ad26-827f70d043e2,4.41,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,dcb04e02-bd08-4e5a-b081-045689975936,4.11,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,e0a96af2-25ce-4b20-827b-502a52440a39,4.11,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.81,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,214f4760-29a7-432a-b603-3821471a11e7,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,07d22a92-4cca-411b-b795-043354bd1168,4.71,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.41,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,df6857d4-52e7-49c8-ad26-827f70d043e2,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.21,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,dcb04e02-bd08-4e5a-b081-045689975936,4.61,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.71,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,e0a96af2-25ce-4b20-827b-502a52440a39,4.21,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.51,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,214f4760-29a7-432a-b603-3821471a11e7,4.31,"2026-04-24 14:19:11.418922+00"
3c287f70-2066-49c8-b44b-c1eca2b26d8d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,07d22a92-4cca-411b-b795-043354bd1168,4.71,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,df6857d4-52e7-49c8-ad26-827f70d043e2,3.42,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,dcb04e02-bd08-4e5a-b081-045689975936,3.71,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.42,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,e0a96af2-25ce-4b20-827b-502a52440a39,3.81,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,214f4760-29a7-432a-b603-3821471a11e7,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,880cf192-aa6e-4552-b4b4-5f615ae2471a,07d22a92-4cca-411b-b795-043354bd1168,3.71,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.12,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,df6857d4-52e7-49c8-ad26-827f70d043e2,3.62,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,dcb04e02-bd08-4e5a-b081-045689975936,3.21,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.71,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,e0a96af2-25ce-4b20-827b-502a52440a39,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.52,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,214f4760-29a7-432a-b603-3821471a11e7,3.02,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,07d22a92-4cca-411b-b795-043354bd1168,3.02,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.81,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,df6857d4-52e7-49c8-ad26-827f70d043e2,3.42,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,2.92,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,dcb04e02-bd08-4e5a-b081-045689975936,3.81,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,3.12,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,e0a96af2-25ce-4b20-827b-502a52440a39,3.52,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.42,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,214f4760-29a7-432a-b603-3821471a11e7,3.31,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,07d22a92-4cca-411b-b795-043354bd1168,3.02,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,aed587a2-2295-41b7-896b-1f8b6ef2dc98,3.12,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,df6857d4-52e7-49c8-ad26-827f70d043e2,3.02,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,3.21,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,dcb04e02-bd08-4e5a-b081-045689975936,3.02,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,2.92,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,e0a96af2-25ce-4b20-827b-502a52440a39,3.52,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,c6f184fb-8538-490c-b067-44fcbf1b3d14,3.52,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,214f4760-29a7-432a-b603-3821471a11e7,3.21,"2026-04-24 14:19:11.418922+00"
ae2be2da-db24-48bd-8c9e-0510e0a39e2a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,07d22a92-4cca-411b-b795-043354bd1168,3.02,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.78,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,df6857d4-52e7-49c8-ad26-827f70d043e2,4.48,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.08,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,dcb04e02-bd08-4e5a-b081-045689975936,4.88,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.38,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,e0a96af2-25ce-4b20-827b-502a52440a39,4.98,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.88,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,214f4760-29a7-432a-b603-3821471a11e7,4.88,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,880cf192-aa6e-4552-b4b4-5f615ae2471a,07d22a92-4cca-411b-b795-043354bd1168,4.88,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.58,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,df6857d4-52e7-49c8-ad26-827f70d043e2,4.58,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.78,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,dcb04e02-bd08-4e5a-b081-045689975936,4.68,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,ffc8a20b-d8f6-402a-96f6-3351aa5e7448,4.18,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,e0a96af2-25ce-4b20-827b-502a52440a39,4.78,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,c6f184fb-8538-490c-b067-44fcbf1b3d14,4.68,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,214f4760-29a7-432a-b603-3821471a11e7,5.0,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,07d22a92-4cca-411b-b795-043354bd1168,4.58,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,e58d9159-09e3-4ad9-96e4-197a3fab86cb,aed587a2-2295-41b7-896b-1f8b6ef2dc98,4.58,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,e58d9159-09e3-4ad9-96e4-197a3fab86cb,df6857d4-52e7-49c8-ad26-827f70d043e2,5.0,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,e58d9159-09e3-4ad9-96e4-197a3fab86cb,c4450ef1-bc50-47ae-8541-e0f9a6bf31b7,4.48,"2026-04-24 14:19:11.418922+00"
b50d6fd6-5c2e-4133-8aee-f3b093b46113,e58d9159-09e3-4ad9-96e4-197a3fab86cb,dcb04e02-bd08-4e5a-b081-045689975936,4.18,"2026-04-24 14:19:11.418922+00"
