employee_id,cycle_id,overall_score,rating_label,manager_note,strengths,needs_dev,created_at,assessment_type
0854716d-392b-47e0-b6c1-70d9d41e5579,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.83,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
0854716d-392b-47e0-b6c1-70d9d41e5579,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.62,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
db0df6e4-b7f1-40b0-9996-b527ca597b60,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.32,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
db0df6e4-b7f1-40b0-9996-b527ca597b60,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.72,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Sáng kiến"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
db0df6e4-b7f1-40b0-9996-b527ca597b60,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.82,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
db0df6e4-b7f1-40b0-9996-b527ca597b60,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.42,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
998e9d4a-ff27-41a5-b680-4007c52d42c7,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.28,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Phân tích""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
998e9d4a-ff27-41a5-b680-4007c52d42c7,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.98,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
998e9d4a-ff27-41a5-b680-4007c52d42c7,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.98,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
998e9d4a-ff27-41a5-b680-4007c52d42c7,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.08,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Phân tích"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
4145ec08-5925-453e-ace7-08fd3da5ef00,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.73,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Sáng kiến""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
4145ec08-5925-453e-ace7-08fd3da5ef00,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.83,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
4145ec08-5925-453e-ace7-08fd3da5ef00,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.83,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Lãnh đạo"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
4145ec08-5925-453e-ace7-08fd3da5ef00,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.83,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
a1408646-9cc0-4f8f-8501-0b46e510fc5d,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.38,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
a1408646-9cc0-4f8f-8501-0b46e510fc5d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.58,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Lãnh đạo"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
a1408646-9cc0-4f8f-8501-0b46e510fc5d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.38,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Học hỏi nhanh"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
a1408646-9cc0-4f8f-8501-0b46e510fc5d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.17,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Phân tích"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
85f46195-fb4c-4f36-a9f2-6682440b1cc1,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.79,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Giao tiếp"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
85f46195-fb4c-4f36-a9f2-6682440b1cc1,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.79,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
85f46195-fb4c-4f36-a9f2-6682440b1cc1,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.89,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
85f46195-fb4c-4f36-a9f2-6682440b1cc1,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.79,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
049c1691-8703-46c2-900f-8e78c09a1769,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.89,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Sáng kiến""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
049c1691-8703-46c2-900f-8e78c09a1769,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.29,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
049c1691-8703-46c2-900f-8e78c09a1769,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.29,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Phân tích""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
049c1691-8703-46c2-900f-8e78c09a1769,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.49,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Kỹ thuật"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
9a4f2512-8277-48f6-83de-fd91f6b778ad,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.08,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Giao tiếp"",""Sáng kiến""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
9a4f2512-8277-48f6-83de-fd91f6b778ad,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.18,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Giao tiếp""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
9a4f2512-8277-48f6-83de-fd91f6b778ad,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.38,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
9a4f2512-8277-48f6-83de-fd91f6b778ad,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.88,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Sáng kiến""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
12547f34-a1e2-4bd3-9388-4710e332403d,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.47,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Phân tích""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
12547f34-a1e2-4bd3-9388-4710e332403d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.17,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
12547f34-a1e2-4bd3-9388-4710e332403d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,2.97,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Kỹ thuật""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
12547f34-a1e2-4bd3-9388-4710e332403d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,2.97,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Kỹ thuật"",""Giao tiếp""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
debc6700-5ee6-4260-ac49-4b18419793e3,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.22,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Lãnh đạo"",""Giao tiếp""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
debc6700-5ee6-4260-ac49-4b18419793e3,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.22,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Phân tích""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
debc6700-5ee6-4260-ac49-4b18419793e3,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.42,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
debc6700-5ee6-4260-ac49-4b18419793e3,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.22,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
0c7f9a18-4a52-4c30-8097-1a42f9bedad0,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.22,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
0c7f9a18-4a52-4c30-8097-1a42f9bedad0,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.02,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Giao tiếp"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
0c7f9a18-4a52-4c30-8097-1a42f9bedad0,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.32,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Giao tiếp"",""Phân tích""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
0c7f9a18-4a52-4c30-8097-1a42f9bedad0,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.42,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
c9b67da2-ec3f-4e23-9c9b-fd30e805564d,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.49,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Kỹ thuật""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
c9b67da2-ec3f-4e23-9c9b-fd30e805564d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.69,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Kỹ thuật""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c9b67da2-ec3f-4e23-9c9b-fd30e805564d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.89,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Sáng kiến"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
c9b67da2-ec3f-4e23-9c9b-fd30e805564d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.59,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
b6475511-39d7-40ed-929a-a57e8ef3d8af,880cf192-aa6e-4552-b4b4-5f615ae2471a,2.55,Đạt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Kỹ thuật""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
b6475511-39d7-40ed-929a-a57e8ef3d8af,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,2.85,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Học hỏi nhanh"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
b6475511-39d7-40ed-929a-a57e8ef3d8af,e58d9159-09e3-4ad9-96e4-197a3fab86cb,2.85,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
b6475511-39d7-40ed-929a-a57e8ef3d8af,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.05,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Giao tiếp"",""Phân tích""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c78be7b2-e282-41b4-87b5-ddf7eec4452e,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.33,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c78be7b2-e282-41b4-87b5-ddf7eec4452e,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.53,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Phân tích"",""Giao tiếp""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
c78be7b2-e282-41b4-87b5-ddf7eec4452e,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.53,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
c78be7b2-e282-41b4-87b5-ddf7eec4452e,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.43,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Kỹ thuật"",""Giao tiếp""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
6624defd-7d6b-45df-a029-7f14ffa6c48a,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.42,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Kỹ thuật"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
6624defd-7d6b-45df-a029-7f14ffa6c48a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.22,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
6624defd-7d6b-45df-a029-7f14ffa6c48a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.42,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Học hỏi nhanh"",""Phân tích""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
6624defd-7d6b-45df-a029-7f14ffa6c48a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.62,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Lãnh đạo"",""Phân tích""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.44,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.84,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Kỹ thuật"",""Phân tích""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.04,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Giao tiếp""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.44,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Kỹ thuật""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
